Start Date,End Date,Program Title,Faculty Director,Term,Number of Participants,Country,Countries Visited,Photos
1999/08,1999/11,English Seminar In Ireland,Robert Tisdale,Fall,20,Ireland,Ireland
2000/1,2000/03,Francophone Studies Seminar In Mali,Chérif Keïta,Winter,19,Mali,Mali
2000/03,2000/06,French Seminar In Paris,Éva Pósfay,Spring,20,France,France
1999/08,1999/11,Geology Seminar In Italy,David Bice,Fall,24,Italy,Italy
1999/08,1999/11,German Seminar In Munich,Julie Klassen,Fall,13,Germany,Germany
2000/1,2000/03,Marine Biology Seminar In Australia & New Zealand,Gary Wagenbach,Winter,24,Australia,"Australia, New Zealand"
2000/03,2000/06,Political Economy Seminar In Beijing,Roy Grow,Spring,35,China,China
2000/1,2000/03,Spanish Seminar In Morelia,Silvia L. López,Winter,17,Mexico,Mexico
2001/1,2001/03,American Studies Seminar In California,Mike Kowalewski,Winter,23,USA,USA
2000/06,2000/08,Economics Seminar In Cambridge,Martha Paas,Summer,21,UK,UK
2000/08,2000/11,English Literature And Theater In London,Chiara Briganti,Fall,21,UK,UK
2001/03,2001/06,French Seminar In Paris,Dana Strand,Spring,17,France,France
2000/11,2001/12,Geology In The Bahamas,Clint Cowan,Winter Break,12,Bahamas,Bahamas
2000/08,2000/11,German Seminar In Nuremberg,Roger Paas,Fall,13,Germany,Germany
2001/1,2001/03,"Political Science Seminar In Washington, D.C.",Steven Schier,Winter,20,USA,USA
2000/11,2001/12,Posc In China/mexico,Roy Grow & Al Montero,Winter Break,20,"China/Mexico (10 in China, 10 in Mexico)","China/Mexico (10 in China, 10 in Mexico)"
2001/03,2001/06,Russian Seminar In Moscow,Diane Nemec-Ignashev,Spring,13,Russia,Russia
2001/1,2001/03,Spanish Seminar In Morelia,Diane Pearsall,Winter,11,Mexico,Mexico
2001/1,2001/03,Studio Art Seminar In Nz & Australia,Fred Hagstrom,Winter,26,"Australia, New Zealand","Australia, New Zealand"
2000/11,2001/12,Tropical Field Ecology In Costa Rica,Mark McKone,Winter Break,14,Costa Rica,Costa Rica
2001/11,2002/12,Art History In Amsterdam,Alison Kettering,Winter Break,11,The Netherlands,The Netherlands
2001/06,2001/08,Economics Seminar In Cambridge,H. Scott Bierman,Summer,22,UK,UK
2002/03,2002/06,English Literature And Theater In London,Gregory Blake Smith,Spring,15,UK,UK
2001/06,2001/08,English Seminar In Ireland,Frank Morral,Summer,21,Ireland,Ireland
2002/1,2002/03,Francophone Studies Seminar In Mali,Chérif Keïta,Winter,18,Mali,Mali
2002/03,2002/06,French Seminar In Paris,Scott Carpenter,Spring,18,France,France
2001/08,2001/11,Geology Seminar In Italy,Dave Bice,Fall,22,Italy,Italy
2001/08,2001/11,"German Seminar In Graz, Austria",Anne Ulmer,Fall,9,Austria,Austria
2001/11,2002/12,"History, Memory, And The Black Atlantic",Harry Williams,Winter Break,10,Ghana,Ghana
2002/1,2002/03,Marine Biology Seminar In Australia & New Zealand,Gary Wagenbach,Winter,25,Australia,"Australia, New Zealand"
2002/03,2002/06,Political Science Seminar In Maastricht,Al Montero,Spring,23,The Netherlands,The Netherlands
2002/1,2002/03,Spanish Seminar In Morelia,Becky Boling,Winter,19,Mexico,Mexico
2002/08,2002/11,Chinese Seminar In Tianjin,Qiguang Zhao,Fall,25,China,China
2002/11,2003/12,Community Development And Cultural Empowerment In Guatemala,Bev Nagel,Winter Break,16,Guatemala,Guatemala
2002/06,2002/08,Economics Seminar In Cambridge,George Lamson,Summer,24,UK,UK
2003/1,2003/03,English Literature And Theater In London,Ruth Weiner,Winter,22,UK,UK
2002/11,2003/12,Field Investigations In Modern Carbonate Environments In The Bahamas,Clint Cowan,Winter Break,12,Bahamas,Bahamas
2003/03,2003/06,French Studies In Paris,Éva Pósfay,Spring,14,France,France
2002/08,2002/11,German Seminar In Berlin,Sigrun Leonhard,Fall,11,Germany,Germany
2003/03,2003/06,Political Economy Seminar In Beijing,Roy Grow,Spring,35,China,China
2003/03,2003/06,Russian Seminar In Moscow,Diane Nemec Ignashev,Spring,12,Russia,Russia
2002/08,2002/11,Spanish Seminar In Madrid,Humberto Huergo,Fall,18,Spain,Spain
2003/1,2003/03,Spanish Seminar In Morelia,José Cerna Bazan,Winter,19,Mexico,Mexico
2003/1,2003/03,Studio Art Seminar In Nz & Australia,Fred Hagstrom,Winter,26,New Zealand,"Australia, Cook Islands, New Zealand"
2002/11,2003/12,Tropical Field Ecology In Costa Rica,Mark McKone,Winter Break,14,Costa Rica,Costa Rica
2003/11,2004/12,Animal Biology In The Galapagos,Matt Rand,Winter Break,15,Ecuador,Ecuador
2003/06,2003/08,Economics Seminar In Cambridge,Michael Hemesath,Summer,24,UK,UK
2004/03,2004/06,English Literature And Theater In London,Susan Jaret McKinstry,Spring,22,UK,UK
2004/1,2004/03,Francophone Studies Seminar In Mali,Chérif Keïta,Winter,20,Mali,Mali
2004/03,2004/06,French Studies In Paris,Cathy Yandell,Spring,20,France,France
2003/08,2003/11,Geology Seminar In Italy,Dave Bice,Fall,25,Italy,Italy
